asset,parent_asset,label,variation_folder,ethnicity,gender,head_id,frame,dist_interocular_inner,dist_interocular_outer,dist_eye_width_left,dist_eye_width_right,dist_eye_to_nose_tip_left,dist_eye_to_nose_tip_right,dist_eye_to_mouth_left,dist_eye_to_mouth_right,dist_nose_width,dist_nose_length,dist_mouth_width,dist_lip_height,dist_jaw_width,dist_cheekbone_width,dist_face_height,dist_chin_to_mouth,dist_brow_width_left,dist_brow_width_right,dist_brow_span,ratio_interocular_outer,ratio_eye_width_left,ratio_eye_width_right,ratio_eye_to_nose_tip_left,ratio_eye_to_nose_tip_right,ratio_eye_to_mouth_left,ratio_eye_to_mouth_right,ratio_nose_width,ratio_nose_length,ratio_mouth_width,ratio_lip_height,ratio_jaw_width,ratio_cheekbone_width,ratio_face_height,ratio_chin_to_mouth,ratio_brow_width_left,ratio_brow_width_right,ratio_brow_span,absdiff_interocular_inner,absdiff_interocular_outer,absdiff_eye_width_left,absdiff_eye_width_right,absdiff_eye_to_nose_tip_left,absdiff_eye_to_nose_tip_right,absdiff_eye_to_mouth_left,absdiff_eye_to_mouth_right,absdiff_nose_width,absdiff_nose_length,absdiff_mouth_width,absdiff_lip_height,absdiff_jaw_width,absdiff_cheekbone_width,absdiff_face_height,absdiff_chin_to_mouth,absdiff_brow_width_left,absdiff_brow_width_right,absdiff_brow_span,pctdiff_interocular_inner,pctdiff_interocular_outer,pctdiff_eye_width_left,pctdiff_eye_width_right,pctdiff_eye_to_nose_tip_left,pctdiff_eye_to_nose_tip_right,pctdiff_eye_to_mouth_left,pctdiff_eye_to_mouth_right,pctdiff_nose_width,pctdiff_nose_length,pctdiff_mouth_width,pctdiff_lip_height,pctdiff_jaw_width,pctdiff_cheekbone_width,pctdiff_face_height,pctdiff_chin_to_mouth,pctdiff_brow_width_left,pctdiff_brow_width_right,pctdiff_brow_span,chaos_JawBind,chaos_MouthBind,chaos_MouthInnerBind,chaos_LeftCheekBind,chaos_RightCheekBind,chaos_NoseBind,chaos_LeftBrowBind,chaos_RightBrowBind,chaos_RightEyeSocketBind,chaos_LeftEyeSocketBind,chaos_FaceBind,chaos_LeftCheekBoneBind,chaos_RightCheekBoneBind
african_female_auth_african_f_0022_frame_0001_subdiv_head_var_0.glb,african_female_loPoly_0022_grp.fbx,good,variation_long_faces_002,african,female,0022,0001,0.047628516100472536,0.14809016276588557,0.05376244960718272,0.05423010088834659,0.08573665465427867,0.0855687613076315,0.08645492893646446,0.08660303555563013,0.045319079560552596,0.033015624860640524,0.07307868956766483,0.02691196023314608,0.05121743137823563,0.17094178832161816,0.16330785370535217,0.05642694942329233,0.08175850901275179,0.08166909770169099,0.16814303420973312,3.1092751756844326,1.1287869958780707,1.138605720445877,1.8001118169085275,1.796586757545078,1.8151925782043568,1.818302198895735,0.9515114740285384,0.6931902894264843,1.534347394185136,0.565038813646329,1.0753522379364553,3.589063912069312,3.4287831550505086,1.184730368341929,1.7165873662803584,1.714710102019759,3.530301759875003,-0.0013809819692283745,-0.0026773917298875405,-0.00046490364034863785,-0.00011424731042022213,-0.0004058639887564164,-0.0006957726499739886,0.0008385132750759194,0.000995539900072298,-0.009201679872843808,-0.00040054114025158544,0.0014996908381565421,-0.0007015715167802451,0.0008324686695048086,-0.002386869716566986,0.0018679434905276016,-0.00015528485299702577,-0.0022829353278945863,-0.002287772869162513,-0.0055756419973590765,-2.817784355318949,-1.7758407893805845,-0.857323126626694,-0.21022850435588558,-0.4711540771616757,-0.8065570148630543,0.9793837648988076,1.1629120703143303,-16.877387564794937,-1.1986448123369158,2.0951548146457903,-2.5406801387588422,1.6522165041923442,-1.3770773648066594,1.157051864091085,-0.2744410060563789,-2.7164399015337386,-2.7249382374630065,-3.209581214349276,0.6289592717728685,0.7079985747003225,0.33844055718928473,2.0135374684988836,2.0135374684988836,1.4150483403925276,0.9933235075640441,0.9933235075640441,1.8518032763699535,1.8518032763699535,0.03749277111005752,0.8528826628746421,0.8528826628746421
african_female_auth_african_f_0022_frame_0002_subdiv_head_var_0.glb,african_female_loPoly_0022_grp.fbx,good,variation_long_faces_001,african,female,0022,0002,0.05106528213835191,0.1508529262186182,0.05271646279674139,0.0528540894369194,0.08609465626956128,0.086281188047846,0.08547309874122884,0.0855390794220376,0.052252305211763134,0.03387337572180241,0.07177350852922723,0.02738005542287395,0.05891004393260875,0.1730926634876885,0.16696917188487173,0.06160113834188067,0.08490473586924802,0.08482346941751864,0.17666996293881115,2.954119117758131,1.0323347015672195,1.035029813283339,1.6859723997275444,1.6896252098261815,1.6738005776538223,1.6750926625703415,1.0232452073836624,0.6633347414007971,1.4055245662751892,0.5361775021372206,1.1536222158335072,3.3896349190576496,3.269719952442439,1.2063213158204789,1.6626704546391105,1.6610790318891255,3.459688374190446,0.0020557840686509996,8.537172284509009e-05,-0.0015108904507899687,-0.0014902587618474059,-4.786237347380318e-05,1.665409024051434e-05,-0.00014331692015970288,-6.841623352023263e-05,-0.0022684542216332704,0.0004572097209102968,0.00019450979971893934,-0.0002334763270523746,0.008525081223877927,-0.00023599455049663765,0.005529261670047164,0.005018904065591315,0.0008632915286016368,0.000866598846665137,0.0029512867317189606,4.1946646050675325,0.05662473144875714,-2.786214632112347,-2.7422516070976135,-0.05556184591274777,0.019305836914042748,-0.16739420711854938,-0.07991850829920977,-4.16071647792151,1.3682291406443539,0.2717414369736819,-0.8455141818394799,16.91989189941522,-0.13615437468202568,3.4249657737603396,8.87010583761001,1.027221194702991,1.0321952697531651,1.6988885686652915,1.4299987615259782,1.1600143229964777,0.18868371575390366,1.653727637073286,1.7605873413726276,1.364213619297074,0.3502257732245223,0.3502257732245223,1.4470423553643916,1.4470423553643916,0.0653582840689669,0.8130620111939246,0.8130620111939246
african_female_auth_african_f_0022_frame_0002_subdiv_head_var_0.glb,african_female_loPoly_0022_grp.fbx,good,variation_long_faces_002,african,female,0022,0002,0.04844616270445487,0.15007107411682682,0.05411835661951536,0.05423973956825361,0.08536447810299659,0.08548261014018277,0.08597503682125245,0.0865471636099985,0.054860413941579735,0.032805207028672886,0.07120110672857885,0.02747744502607094,0.05828758234461317,0.17095020794276625,0.16812071572516135,0.062437729027918526,0.08207857404924362,0.08199427331255744,0.16878802356614966,3.0976875306375304,1.1170824188834858,1.1195879413431025,1.7620482890205647,1.7644867078878512,1.7746511183092444,1.7864606560890746,1.1323995726195057,0.6771476871924942,1.4696954878127333,0.5671748491969675,1.2031413653996859,3.5286635390638796,3.470258661161244,1.288806492452643,1.6942224000270734,1.6924823089242866,3.48403287574784,-0.0005633353652460399,-0.0006964803789462903,-0.00010899662801599347,-0.0001046086305131963,-0.0007780405400384938,-0.0007819238174227167,0.0003586211598639033,0.0009396679544406705,0.0003396545081833305,-0.0006109589722192235,-0.00037789200092944175,-0.0001360867238553859,0.007902619635882346,-0.002378450095418899,0.006680805510336785,0.005855494751629171,-0.0019628702914027546,-0.0019625972582960616,-0.004930652640942529,-1.149441205141234,-0.46195640784623637,-0.2009993508598088,-0.19249219832499545,-0.903201522656432,-0.906425597577553,0.4188696257528975,1.0976468208127814,0.622981982850512,-1.8283335443177795,-0.5279369754213348,-0.4928262168266433,15.684480470029131,-1.3722197600439017,4.138261413455187,10.348645341640216,-2.3355979978718886,-2.3376255510140433,-2.8382973832155134,0.9306320433666638,1.331031140319415,0.2944092761450006,1.930048078251621,2.059422716936812,0.5173870384635265,0.7192044815528447,0.7192044815528447,1.343173768033367,1.343173768033367,0.11851524009252896,0.8986208240621153,0.8986208240621153
african_female_auth_african_f_0022_frame_0003_subdiv_head_var_0.glb,african_female_loPoly_0022_grp.fbx,good,variation_long_faces_001,african,female,0022,0003,0.05409474252676723,0.1524246002743774,0.052760983691772324,0.05285829659395483,0.08705034269861366,0.08720190700568858,0.08696474506687886,0.08698126278524321,0.04969967660218945,0.03361483974335514,0.07362817710413443,0.028593983868657476,0.05482899045314085,0.17331305611698758,0.1665943550903057,0.061330593702319205,0.08190732728535816,0.08181156376162389,0.16773666734445808,2.817734093085931,0.9753440210139658,0.9771429555801919,1.609220020883532,1.6120218515235418,1.6076376558007806,1.6079430037439042,0.9187524384203695,0.6214067795354014,1.3610967289048772,0.5285908118429173,1.0135733694639604,3.203879860066412,3.079677382841249,1.1337625587546059,1.5141458015966833,1.5123755089719078,3.1007942640906077,0.005085244457066318,0.001657045778604288,-0.0014663695557590312,-0.0014860516048119804,0.000907824055578571,0.0009373730480830983,0.0013483294054903172,0.0013737671296853715,-0.004821082831206955,0.00019867374246303193,0.0020491783746261344,0.0009804521187311496,0.00444402774441003,-1.5601921197566648e-05,0.00515444487548114,0.004748359426029851,-0.0021341170552882233,-0.0021453068092296135,-0.005982008862634114,10.376038640171593,1.099073195254848,-2.7041141931923187,-2.734509942738999,1.0538629121589675,1.0866262241024431,1.5748491630658037,1.6047276224651286,-8.842655313883661,0.5945437979262131,2.86282067505558,3.5506219472768654,8.820146935704605,-0.009001351175366205,3.1927946866560024,8.391961693919251,-2.5393626585449627,-2.555248658796936,-3.44350359629893,0.7549893740713518,1.4179011149388356,0.17916457628879498,1.4987845042868924,1.544241403556611,1.2477765630104356,0.6645521946368874,0.6645521946368874,1.5916428100965494,1.5916428100965494,0.09404178788754182,0.8997682792601285,0.8997682792601285
african_female_auth_african_f_0022_frame_0004_subdiv_head_var_0.glb,african_female_loPoly_0022_grp.fbx,good,variation_long_faces_002,african,female,0022,0004,0.04992164234886487,0.15064801514618364,0.05411658379179446,0.05423906372157771,0.08672333638598387,0.08687165461332151,0.08673278083290542,0.0867051351808362,0.04810502363416653,0.03389179333980442,0.07299478258547108,0.028675136352858257,0.05373641013064245,0.17355222843721338,0.16566993658987697,0.06004071554888027,0.08299302727005681,0.08291234415618276,0.17133873728190968,3.01768948412029,1.084030517538151,1.08648396105524,1.7371891689768457,1.7401601895674976,1.737378354397781,1.7368245734969838,0.9636105979446077,0.6788998066802395,1.4621871226784842,0.5744029043048957,1.0764151098058639,3.4764927648891675,3.3185994850116147,1.2026991245460394,1.66246588383613,1.6608496887336088,3.432153455300046,0.0009121442791639595,-0.00011953934958947032,-0.00011076945573689628,-0.00010528447718909789,0.0005808177429487832,0.0006071206557160258,0.0011163651715168782,0.00109763952527836,-0.0064157357992298755,0.00047562733891230724,0.0014157838559627905,0.0010616046029319308,0.003351447421911624,0.0002235703990282334,0.004230026375052404,0.0034584812725909145,-0.0010484170705895718,-0.0010445264146707461,-0.002379938925182512,1.8611581735987488,-0.0792871848251818,-0.20426860081344456,-0.19373583579292433,0.6742521023278024,0.7037894113175107,1.303914865966923,1.2821768898540353,-11.767509964837265,1.423345032759322,1.9779319089289475,3.844508600153123,6.651681854536489,0.12898640164800662,2.620186278240368,6.112309485170299,-1.247500062397795,-1.2441226162535937,-1.3699960056944926,0.5475581202462318,1.0734607731573127,0.4238074567685329,1.12911903760233,1.2054461218738817,1.1658335143970429,1.2104094852991005,1.2104094852991005,1.3358094365675168,1.3358094365675168,0.09059132538319344,0.8410032904081001,0.8410032904081001
african_female_auth_african_f_0022_frame_0006_subdiv_head_var_0.glb,african_female_loPoly_0022_grp.fbx,good,variation_long_faces_002,african,female,0022,0006,0.04916675366849116,0.14965665553503485,0.05395249754492937,0.054078292068883496,0.0853786944566057,0.08546508471212871,0.08814394807254754,0.0881595412344026,0.049289105461104696,0.032919801431363666,0.07256944609567714,0.027868400137111435,0.05706788108744048,0.17181523984817584,0.16966503723844517,0.06349509053514074,0.08542831699661657,0.08533877011240598,0.17774576842595327,3.0438587941782966,1.0973369913479805,1.099895519511184,1.736512746647359,1.7382698334809845,1.7927550935508514,1.7930722420443275,1.0024885066327238,0.6695540985546202,1.475986122349659,0.5668139150494917,1.1607006122922614,3.4945410674588584,3.450808210410201,1.2914232849957712,1.7375220168616476,1.735700727524256,3.6151617742430457,0.00015725559879024853,-0.0011108989607382658,-0.00027485570260198794,-0.00026605612988331306,-0.0007638241864293821,-0.0007994492454767715,0.0025275324111589947,0.0025520455788447666,-0.005231653972291708,-0.0004963645695284444,0.0009904473661688507,0.00025486838718510874,0.006682918378709657,-0.0015134181900093024,0.008225127023620604,0.006912856258851387,0.0013868726559701922,0.0013818995415524754,0.004027092218861078,0.3208675970657787,-0.7368289314325985,-0.5068580451407159,-0.4895746084030693,-0.8866982280778017,-0.9267415110242861,2.9521586387771035,2.981100614265057,-9.595710013325833,-1.4854025130088022,1.3837122392724122,0.922983664289117,13.263716036355477,-0.8731494301859125,5.0948535666772905,12.217361769590287,1.6502246800385316,1.6459636145992989,2.3181688387150334,0.736361337914171,1.7402478635839729,0.3198772162579558,1.3821708855318493,1.3821708855318493,1.7594586949069577,1.0412208442960391,1.0412208442960391,1.3773141676719807,1.3773141676719807,0.07462100243542545,1.0919367969003624,1.0919367969003624
african_female_auth_african_f_0022_frame_0007_subdiv_head_var_0.glb,african_female_loPoly_0022_grp.fbx,good,variation_long_faces_001,african,female,0022,0007,0.048408391330729626,0.1471639257852973,0.052757184316025864,0.052874954622176326,0.08762068739738176,0.08779969117241358,0.08890424878826636,0.0883965326449238,0.049767068827794504,0.033879831714499035,0.06888540847332533,0.027951922648583618,0.058130882813610556,0.16906787180041616,0.1680895339651718,0.061787150897349645,0.08360410946172468,0.0835254724032023,0.17354874346008983,3.0400499115920363,1.089835519540093,1.0922683685341001,1.8100309675393031,1.8137287515414373,1.8365462339135814,1.8260580493367833,1.028066983010906,0.6998751824457371,1.4230055281675287,0.577418953206151,1.2008431021071566,3.4925323307137446,3.472322242992376,1.2763727361897934,1.7270582054779586,1.725433754502401,3.585096275445145,-0.000601106738971284,-0.0036036287104758147,-0.0014701689315054917,-0.001469393576590483,0.0014781687543466704,0.0015351572148080972,0.0032878331268778177,0.002789036989365959,-0.0047536906056019,0.00046366571360692554,-0.0026935902561829594,0.00033839089865729186,0.007745920104879733,-0.004260786237768988,0.006649623750347222,0.00520491662106029,-0.00043733487892169687,-0.00043139816765121186,-0.00016993274700236038,-1.2265107023058976,-2.390188474256141,-2.711120575615443,-2.7038572092466953,1.715957203981968,1.779592544443058,3.8401901101316147,3.257935497363061,-8.719046937358051,1.3875491089987615,-3.7631013341802064,1.2254531644913356,15.37347591117201,-2.458212211410715,4.1189466356235656,9.198853116412545,-0.5203800129243867,-0.513833072526379,-0.09782065504562183,0.887351067110499,1.1502711694032655,0.3297424218959596,1.6367917843087818,1.6367917843087818,1.3362671613933186,1.0310648714239101,1.0310648714239101,1.245175072924847,1.245175072924847,0.12470135210155549,1.215016983456164,1.215016983456164
african_female_auth_african_f_0022_frame_0010_subdiv_head_var_0.glb,african_female_loPoly_0022_grp.fbx,good,variation_long_faces_001,african,female,0022,0010,0.047135154188169874,0.14708854493623238,0.053955028269791566,0.054018336523291674,0.08649820037381102,0.08666591444058941,0.0875844190688041,0.08803297630725242,0.05373677690023166,0.033850054578688005,0.07415882722268895,0.02758763722792024,0.0626494535021008,0.17326041267582148,0.1721827983412757,0.06478443076154919,0.08443300645905885,0.08435450456301637,0.17540121105118914,3.120569932773215,1.1446876370531396,1.1460307588608538,1.835110160635066,1.8386683131364634,1.858154928679247,1.8676713341344537,1.1400573059697061,0.7181488034080473,1.5733231067121778,0.585287938547664,1.3291449785439495,3.6758214895010766,3.652959268021036,1.374439775945593,1.791295857906626,1.7896303940422438,3.721239785298334,-0.0018743438815310362,-0.00367900955954073,-0.0002723249777397893,-0.0003260116754751352,0.00035568173077593634,0.0004013804829839235,0.0019680034074155556,0.002425480651694581,-0.000783982533164744,0.0004338885777958948,0.0025798284931806553,-2.589452200608619e-05,0.012264490793369977,-6.824536236366141e-05,0.010742888126451133,0.008202196485259834,0.00039156211841247235,0.0003976339921628602,0.0016825348440969445,-3.824450270568696,-2.4401865320723726,-0.5021911663228495,-0.5998998723523804,0.4128991540749365,0.46529027002125933,2.2986285891703004,2.833257337013471,-1.437952334692755,1.2984391380636284,3.6041695734382024,-0.09377475594426736,24.341569654957308,-0.039373386453281506,6.654419041831606,14.49606327881779,0.4659155033382673,0.47361697673960584,0.9685399870830088,1.3273175874175005,2.6300565482563973,0.4909526871858675,1.332133703832298,1.4376410754442643,0.994058062675957,0.2781959518690458,0.2781959518690458,1.5129010300366637,1.5129010300366637,0.07629126192621091,0.7771049964982836,0.7771049964982836
african_female_auth_african_f_0023_frame_0005_subdiv_head_var_0.glb,african_female_loPoly_0023_grp.fbx,good,variation_long_faces_001,african,female,0023,0005,0.042512439714166156,0.1526790103053491,0.058448330298264066,0.058630655460533775,0.08078811536759122,0.08078253653283081,0.08589691793644559,0.08554941333982313,0.04273797176205424,0.028635543097153684,0.07188234444305093,0.03407451335480176,0.05760890242536131,0.17328519028011935,0.16045126753619204,0.059079273530660975,0.08288801722025417,0.08280780443844032,0.1718672893583355,3.5913961026911574,1.3748524124054846,1.379141160910524,1.9003406040860715,1.9002093757962366,2.0205125491262432,2.0123383629595843,1.0053050836273913,0.6735803282447618,1.6908543693646927,0.8015186515735845,1.3551069478180209,4.076105522176762,3.774219231241294,1.3896937914615697,1.9497356015687313,1.947848794263548,4.042752909828067,0.0002491368908622976,0.0002623344863816046,5.997527610720338e-05,4.4563374167416736e-05,-0.0007737051591369254,-0.0007499463853326144,0.0019067313607131486,0.0016967678227394062,-0.005257756869753466,-0.000477737158873965,0.0012488720140705761,0.0005722649948405115,0.00933518598636135,-0.0004402632150089236,0.005100031049140474,0.004497406772438255,-0.0010934013343364413,-0.0010893273581549512,-0.0028190535546265827,0.5894875085932099,0.17211665650889257,0.10271787256970046,0.0760647665349011,-0.9486119291358621,-0.9198130100923798,2.270183504109594,2.0235113779370444,-10.954634963639345,-1.6409595712769387,1.7681022483020017,1.7081390738074433,19.338030454227727,-0.2534247032610393,3.2829034158125667,8.23974524792288,-1.3019562578901849,-1.298408342249381,-1.6137801659922453,1.4206409579886272,1.3286338006518499,0.4825152656127853,1.786577265818365,1.786577265818365,1.2387219949456463,0.3637538404925777,0.3637538404925777,1.216210399857462,1.216210399857462,0.07142660031553635,0.7416165598081531,0.7416165598081531
african_female_auth_african_f_0023_frame_0005_subdiv_head_var_0.glb,african_female_loPoly_0023_grp.fbx,good,variation_long_faces_002,african,female,0023,0005,0.042766119573176595,0.1529079197737785,0.058390259209451977,0.05864964453092517,0.07983137200399802,0.0796907644286168,0.08518548995814759,0.08581297375485775,0.044334019434960535,0.02866988376305114,0.07465527825181656,0.03210441451786359,0.05714150722608038,0.17075276010374135,0.16318558510776174,0.06048211363993445,0.08457495105838812,0.08450149235903429,0.1765833948234423,3.575445266015767,1.3653391935534647,1.3714043994702505,1.8666966468023716,1.8634088204392474,1.991891965142821,2.0065644162085876,1.03666219608962,0.6703877753976356,1.7456640676523107,0.7506973940651808,1.3361396310064146,3.9927110948555513,3.815767872709069,1.4142530171914296,1.9776157365335179,1.975898052065369,4.129048802786341,0.0005028167498727365,0.0004912439548109826,1.904187295113935e-06,6.355244455881481e-05,-0.0017304485227301186,-0.0018417184895466177,0.0011953033824151499,0.00196032823777402,-0.0036617091968471696,-0.000443396492976509,0.004021805822836205,-0.0013978338420976566,0.008867790787080415,-0.0029726933913869213,0.007834348620710169,0.005900246881711729,0.0005935325037975114,0.0006043605624390103,0.001897051910480202,1.1897242200282674,0.32230328615384335,0.0032612449766590366,0.10847701612377075,-2.1216403846246217,-2.258876982067632,1.4231464783535948,2.337825152307964,-7.629239728679697,-1.5230042409415807,5.693909253689884,-4.172358305862889,18.36981165161793,-1.711144412968986,5.042990836679408,10.809903054154631,0.7067426509492648,0.720359027176584,1.0859760865366637,0.9989534658206327,2.063903158829241,0.33434146687296007,1.570441643170146,1.570441643170146,0.912559296040557,0.5942269316048163,0.5942269316048163,1.3584598932221683,1.3584598932221683,0.07603866312788075,0.8816628881992515,0.8816628881992515
